x1,y1,x2,y2
0.0,0.0,108208930000.0,0.0
0.17976136167551493,0.0,108208856556.38487,126077000.03999999
0.7190452026461291,0.00041888914714596786,108208636225.63919,252153828.93792015
1.6178507907443822,0.0016755560196862486,108208269008.06209,378230315.55191314
2.8761769056922795,0.004188888058074718,108207754904.15213,504306288.7405965
4.49402183910295,0.008377770996075479,108207093914.60728,630381577.3632848
6.471383394482968,0.014661088291869889,108206286040.32497,756456010.2802228
8.80825888723534,0.02345772055916668,108205331282.402,882529416.3528168
11.504645144663149,0.03518654499831594,108204229642.13461,1008601624.4438683
14.560538505973868,0.05026643482742776,108202981121.0185,1134672463.4178052
17.975934822284337,0.06911625871349626,108201585720.74869,1260741762.1409154
21.750829456626406,0.09215488020352988,108200043443.21971,1386809349.4815784
25.885217283953217,0.11980115715568858,108198354290.52545,1512875054.3104975
30.37909269114619,0.15247394117042873,108196518264.9592,1638938705.5009332
35.23244957702265,0.1905920770216567,108194535369.01367,1765000131.9289348
40.445281352344104,0.23457440208789154,108192405605.38098,1891059162.4735732
46.0175809398252,0.28483974578343774,108190128976.95264,2017115626.0171733
51.94934077414336,0.3418069289895691,108187705486.81955,2143169351.4455462
58.24055280194904,0.40589476348572373,108185135138.272,2269220167.6482215
64.89120848187669,0.47752205138071196,108182417934.79967,2395267903.5186796
71.90129878455636,0.557107584543937,108179553880.0916,2521312387.9545846
79.27081419262596,0.6450701440366299,108176542978.03624,2647353449.858017
86.9997447007442,0.7418284995430984,108173385232.72137,2773390918.1357045
95.0880798156042,0.8478014088019927,108170080648.43416,2899424621.699256
103.53580855594775,0.9634076170375863,108166629229.66113,3025454389.465393
112.34291945258018,1.0890658563910738,108163030981.08818,3151480050.3561826
121.50940054838601,1.225194845351888,108159285907.60048,3277501433.2992687
131.0352393983452,1.3722132881890328,108155394014.28262,3403518367.228106
140.92042306955,1.5305398743824392,108151355306.4185,3529530681.082191
151.16493814122262,1.7005932780543378,108147169789.49133,3655538203.807295
161.76877070473336,1.8827921574006543,108142837469.18364,3781540764.3556952
172.7319063636196,2.0775551541224266,108138358351.37726,3907538191.68641
184.05433023360536,2.285300892857243,108133732442.15335,4033530314.765427
195.73602694262144,2.506447980610706,108128959747.79236,4159516962.5659394
207.77698063082642,2.741415006187916,108124040274.77399,4285497964.068576
220.1771749506281,2.990620539624985,108118974029.77725,4411473148.261632
232.93659306670588,3.254483131620572,108113761019.68042,4537442344.141306
246.05521765603345,3.5334213129674463,108108401251.561,4663405380.711928
259.53303090790246,3.827853593984077,108102894732.6958,4789362086.986193
273.3700145239466,4.138198463946251,108097241470.56082,4915312291.985393
287.56614971816686,4.464874390518721,108091441472.83128,5041255824.739649
302.1214172169563,4.80829981918688,108085494747.38165,5167192514.288146
317.035797259127,5.168893172688464,108079401302.28561,5293122189.679361
332.30926959593654,5.547072850445298,108073161145.81601,5419044679.971297
347.9418134911157,5.943257227995056,108066774286.44489,5544959814.231715
363.93340772089624,6.357864656423065,108060240732.84348,5670867421.538367
380.28403057404034,6.791313461794144,108053560493.88214,5796767330.979227
396.9936598518696,7.244021944584465,108046733578.63043,5922659371.652723
414.0622728682955,7.716408379113463,108039759996.357,6048543372.667971
431.4898464498502,8.20889101297577,108032639756.52965,6174419163.145005
449.27635693571773,8.721888066473193,108025372868.81528,6300286572.21501
467.4217801777666,9.255817732046728,108017959343.07988,6426145429.020553
485.9260915405824,9.811098173708606,108010399189.38857,6551995562.7158165
504.78926590150115,10.38814752647439,108002692418.00548,6677836802.46683
524.0112776506437,10.98738389579509,107994839039.39384,6803668977.451703
543.5921006909504,11.609225356989347,107986839064.21593,6929491916.860854
563.5317084382164,12.254089954675631,107978692503.333,7055305449.897246
583.8300738211282,12.922395702204502,107970399367.80536,7181109405.776616
604.4871692812999,13.614560581090899,107961959668.89233,7306903613.727708
625.5029667733113,14.331002540446475,107953373418.05219,7432687902.992503
646.8774377647453,15.072139496411983,107944640626.94218,7558462102.826457
668.6105532362274,15.838389331589704,107935761307.41853,7684226042.498724
690.7022836814643,16.63016989447591,107926735471.53638,7809979551.292396
713.1525991072849,17.447898998893393,107917563131.54977,7935722458.504727
735.9614690336805,18.291994423424025,107908244299.91168,8061454593.447375
759.1288624938461,19.162873910841377,107898778989.27397,8187175785.446623
782.6547480342232,20.060955167543373,107889167212.48737,8312885863.8436165
806.5390937145417,20.986655862985003,107879408982.60141,8438584657.994596
830.7818671078636,21.940393629111092,107869504312.86453,8564271997.271126
855.3830353006277,22.92258605978911,107859453216.72394,8689947711.060328
880.3425648926933,23.933650710242034,107849255707.82565,8815611628.765114
905.6604219973862,24.97400509648127,107838911800.01448,8941263579.804415
931.3365722415446,26.044066694739616,107828421507.33398,9066903393.613413
957.3709807655658,27.144252940904302,107817784844.02644,9192530899.643774
983.7636122234538,28.27498122995005,107807001824.5329,9318145927.363882
1010.514430782867,29.43666891537223,107796072463.49307,9443748306.259064
1037.6234001251669,30.629733308620036,107784996775.74536,9569337865.831827
1065.0904834454682,31.854591678529744,107773774776.32684,9694914435.602089
1092.9156434526874,33.11166125075801,107762406480.47324,9820477845.107409
1121.0988423695949,34.40135920721526,107750891903.61885,9946027923.903217
1149.6400419328654,35.72410268549907,107739231061.39664,10071564501.563051
1178.5392033931303,37.08030877832771,107727423969.63809,10197087407.678785
1207.7962875150304,38.47039453297365,107715470644.37328,10322596471.860857
1237.411254577269,39.89477695069717,107703371101.8308,10448091523.738504
1267.384064372666,41.35387298618005,107691125358.43776,10573572392.959997
1297.7146762082127,42.8480995469593,107678733430.8198,10699038909.192865
